,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,beth0061.xml,1,1,1,μημόριον,grc,0,,,,
1,beth0061.xml,2,1,2,λεο,grc,0,,,,
2,beth0061.xml,3,2,2,ντίου,grc,0,,,,
3,beth0061.xml,4,2,2,πατρὸς,grc,0,,,,
4,beth0061.xml,5,3,3,τοῦ,grc,0,,,,
5,beth0061.xml,6,3,3,ῥιββὶ,grc,0,,,,
6,beth0061.xml,7,3,4,παρ,grc,0,,,,
7,beth0061.xml,8,4,4,ηγορίου,grc,0,,,,
8,beth0061.xml,9,4,4,καὶ,grc,0,,,,
9,beth0061.xml,10,5,5,ἰουλιανοῦ,grc,0,,,,
10,beth0061.xml,11,5,6,παλ,grc,0,,,,
11,beth0061.xml,12,6,6,ατίνου,grc,0,,,,
12,beth0061.xml,13,6,6,ἀπὸ,grc,0,,,,
13,beth0061.xml,14,6,7,χρυ,grc,0,,,,
14,beth0061.xml,15,7,7,σοχῶν,grc,0,,,,
